Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.982133550,-1.8%,-0.1%,Dublin,32,113.3%,-15.8%,52,-7.1%,-48.0%,38,3,-7,265.889722129,-0.020444632,-0.031736512,585000,-0.097222222,-0.122247646,275.878759704,0.004198685,0.070039281,$556K,11.2%,-14.9%,1.6,-2.1,-1,47,14.6%,-24.2%,3/1/2012,30,3/31/2012,0.134615385,-0.026098901,-0.125384615,Single Family Residential,"Dublin, CA",place,0.34375,-0.05625,0.054276316,California,CA,5159
Value,,1,1.131969691,7.1%,0.6%,Alameda,25,-3.8%,-10.7%,29,31.8%,26.1%,14,0,-1,601.630927764,0.084595342,0.215311688,898500,-0.071797521,0.000556793,653.266331658,0.140329843,0.054266238,"$1,113K",20.3%,24.3%,1.2,0.4,0.4,36,16.1%,16.1%,4/1/2017,30,4/30/2017,0.137931034,0.047021944,0.050974513,Single Family Residential,"Alameda, CA",place,0.88,0.264615385,0.022857143,California,CA,117
Value,,1,1.163524446,-7.2%,-5.2%,Berkeley,65,-16.7%,25.0%,51,13.3%,-5.6%,15,0,-1,588.768115942,0.010459075,-0.017570190,988000,-0.101000910,0.098998888,731.421884143,0.015208557,0.083069141,"$1,210K",-6.6%,15.7%,0.8,0.2,-0.2,60,-20.0%,-4.8%,7/1/2017,30,7/31/2017,0.137254902,-0.107189542,-0.122004357,Single Family Residential,"Berkeley, CA",place,0.830769231,-0.053846154,-0.053846154,California,CA,1590
Value,,1,1.161268784,-0.7%,3.2%,Oakland,276,19.0%,1.8%,269,-10.3%,-15.1%,15,1,0,500,0.008347245,0.121305225,729000,-0.039525692,0.124132614,588.235294118,0.025177884,0.141785972,$900K,-0.8%,13.2%,1,-0.3,-0.2,287,-13.8%,-5.0%,6/1/2018,30,6/30/2018,0.193308550,0.033308550,0.067125585,Single Family Residential,"Oakland, CA",place,0.822463768,-0.013034067,0.040982287,California,CA,13654
Value,,1,1.165259886,6.8%,0.7%,Berkeley,23,0.0%,-4.2%,38,35.7%,-11.6%,15,-9,0,631.458094145,0.005444243,0.032555939,998000,-0.054028436,0.051633298,791.268758527,0.077441908,0.054677964,"$1,200K",12.6%,-0.4%,1.7,0.5,-0.1,43,30.3%,0.0%,2/1/2018,30,2/28/2018,0.026315789,-0.116541353,-0.066707466,Single Family Residential,"Berkeley, CA",place,0.782608696,0.086956522,-0.009057971,California,CA,1590
Value,,1,0.995316529,-0.7%,-0.1%,Dublin,19,-40.6%,-17.4%,27,8.0%,3.8%,33,18,-2,445.196250444,0.117997215,0.084420692,1099888,0.244296019,0.009164143,413.661202186,-0.060588583,0.046319511,"$1,100K",25.0%,33.3%,1.4,0.6,0.3,25,212.5%,-19.4%,1/1/2017,30,1/31/2017,0.111111111,-0.048888889,-0.158119658,Single Family Residential,"Dublin, CA",place,0.315789474,-0.152960526,-0.118993135,California,CA,5159
Value,,1,1.086264277,0.6%,1.4%,Alameda,36,-2.7%,-20.0%,43,26.5%,13.2%,14,0,-1,440.649405253,0.037796858,0.088354288,799950,0.006226415,0.108731809,473.603407963,-0.033104054,0.057448344,$791K,-10.1%,9.1%,1.2,0.3,0.4,47,14.6%,17.5%,7/1/2014,30,7/31/2014,0.186046512,0.097811218,-0.024479804,Single Family Residential,"Alameda, CA",place,0.75,-0.060810811,-0.027777778,California,CA,117
Value,,1,1.104337296,3.1%,4.8%,Alameda,31,6.9%,47.6%,15,-48.3%,0.0%,16,0,2,514.618350479,0.006177299,0.089135958,956500,0.277036048,0.277036048,573.394495413,0.082320853,0.112575397,$855K,-7.6%,6.9%,0.5,-0.5,-0.2,14,-26.3%,7.7%,12/1/2015,30,12/31/2015,0.066666667,-0.140229885,-0.133333333,Single Family Residential,"Alameda, CA",place,0.870967742,0.043381535,0.156682028,California,CA,117
Value,,1,1.083034480,-5.3%,-0.2%,Berkeley,58,3.6%,-9.4%,70,-4.1%,7.7%,16,1,1,449.515905947,-0.017939956,0.051934690,775000,0.115107914,0.292743953,492.841049638,-0.056626278,0.136546657,$846K,15.5%,35.9%,1.2,-0.1,0.2,50,-27.5%,13.6%,8/1/2013,30,8/31/2013,0.128571429,-0.022113503,-0.086813187,Single Family Residential,"Berkeley, CA",place,0.724137931,-0.115147783,-0.010237069,California,CA,1590
Value,,1,1.039186591,2.6%,2.3%,San Ramon,68,134.5%,13.3%,45,-19.6%,-38.4%,8,0,-4,487.029201970,0.002770915,0.084551653,1161400,-0.070880000,0.010791993,506.407046386,0.074580407,0.135770507,"$1,052K",-11.6%,-5.8%,0.7,-1.2,-0.5,90,13.9%,-14.3%,3/1/2018,30,3/31/2018,0.177777778,0.159920635,-0.014003044,Single Family Residential,"San Ramon, CA",place,0.794117647,0.138945233,0.144117647,California,CA,17519
Value,,1,1.084353810,0.8%,2.3%,Alameda,38,15.2%,35.7%,41,51.9%,5.1%,16,1,0,471.826977803,-0.038913080,-0.022908450,895000,0.120150188,0.075075075,545.960059873,0.017232805,0.319119543,$823K,-3.7%,3.8%,1.1,0.3,-0.3,45,9.8%,25.0%,9/1/2015,30,9/30/2015,0.097560976,-0.050587173,-0.030644153,Single Family Residential,"Alameda, CA",place,0.842105263,0.084529506,0.092105263,California,CA,117
Value,,1,1.126332912,6.9%,0.0%,Alameda,28,16.7%,7.7%,23,27.8%,-11.5%,15,0,1,495.042492918,-0.104143792,0.070673299,898000,0.003351955,0.143949045,619.640758889,0.137641085,0.121773939,$895K,-2.2%,-0.6%,0.8,0,-0.2,31,14.8%,-26.2%,4/1/2016,30,4/30/2016,0.086956522,-0.079710145,,Single Family Residential,"Alameda, CA",place,0.857142857,0.107142857,-0.027472527,California,CA,117
Value,,1,1.150955220,3.5%,2.3%,Berkeley,49,44.1%,16.7%,43,-2.3%,10.3%,15,0,1,496.198691802,0.030936043,0.105587070,822500,0.183453237,0.121336060,552.363299351,0.127584926,0.149412443,$800K,5.8%,7.4%,0.9,-0.4,0,54,-3.6%,3.8%,3/1/2014,30,3/31/2014,0.116279070,-0.042811839,0.039355993,Single Family Residential,"Berkeley, CA",place,0.734693878,0.028811525,-0.098639456,California,CA,1590
Value,,1,1.018118491,1.1%,0.7%,Dublin,32,88.2%,-31.9%,40,2.6%,48.1%,10,-15,-1,420.072115385,0.058756621,0.068491124,935990,-0.032068252,0.064835040,413.420527687,-0.000649834,0.027198522,$989K,-1.2%,12.1%,1.3,-1,0.7,51,24.4%,4.1%,3/1/2016,30,3/31/2016,0.3,0.248717949,0.003703704,Single Family Residential,"Dublin, CA",place,0.65625,0.068014706,0.039228723,California,CA,5159
Value,,1,1.086228369,0.6%,9.7%,Alameda,37,19.4%,-7.5%,37,19.4%,-19.6%,14,-1,-14,405.604719764,-0.038083662,0.134087717,648500,0.001544402,0.148804252,475.352112676,0.198691607,0.506766318,$729K,-0.8%,36.1%,1,0,-0.2,46,21.1%,4.5%,5/1/2013,30,5/31/2013,0.189189189,-0.036617262,-0.071680376,Single Family Residential,"Alameda, CA",place,0.864864865,0.058413252,0.389864865,California,CA,117
Value,,1,1.026348209,1.0%,1.7%,Fremont,100,0.0%,-12.3%,61,-29.9%,-1.6%,20,3,2,474.504249292,-0.050838543,0.094048006,788888,-0.007688050,0.128595136,494.500169738,-0.008591352,0.135200162,$785K,-0.6%,11.0%,0.6,-0.3,0.1,45,-23.7%,-15.1%,12/1/2014,30,12/31/2014,0.081967213,-0.090446580,-0.030936013,Single Family Residential,"Fremont, CA",place,0.66,0.080000000,0.098596491,California,CA,6671
Value,,1,1.185176395,-4.4%,-5.0%,Berkeley,75,29.3%,-3.8%,51,-38.6%,13.3%,15,0,0,685.695538058,-0.035060207,0.176808425,995000,-0.167364017,-0.094631483,812.115891133,-0.001285013,0.127211285,"$1,365K",3.0%,5.4%,0.7,-0.7,0.1,76,-21.6%,1.3%,6/1/2018,30,6/30/2018,0.294117647,0.149539334,0.049673203,Single Family Residential,"Berkeley, CA",place,0.786666667,-0.092643678,-0.097948718,California,CA,1590
Value,,1,1.161094520,7.8%,10.5%,Berkeley,44,-24.1%,12.8%,102,45.7%,45.7%,17,1,-2,476.793248945,0.060681597,0.211423190,775000,0,0.108726753,556.715802271,0.129605179,0.293453724,$805K,-4.8%,12.6%,2.3,1.1,0.5,97,94.0%,40.6%,9/1/2013,30,9/30/2013,0.176470588,0.047899160,-0.023529412,Single Family Residential,"Berkeley, CA",place,0.772727273,0.048589342,0.157342657,California,CA,1590
Value,,1,1.030302503,1.2%,4.4%,Fremont,73,-24.7%,-18.9%,87,8.7%,-66.1%,23,7,-25,398.313027179,0.049042421,0.259807203,650000,0.083423619,0.305220884,373.867069486,0.028837199,0.246223565,$595K,-1.3%,19.0%,1.2,0.4,-1.7,99,80.0%,-29.8%,1/1/2013,30,1/31/2013,0.103448276,-0.021551724,-0.153361063,Single Family Residential,"Fremont, CA",place,0.684931507,0.138539754,0.396042618,California,CA,6671
Value,,1,0.985527421,-0.9%,-0.9%,Dublin,23,-52.1%,-11.5%,34,0.0%,-15.0%,55,34,5,375.137645199,-0.010446022,0.023059986,987500,0.129217341,0.146737054,355.404089581,-0.048101848,-0.075966419,$843K,-4.0%,21.3%,1.5,0.8,0,32,45.5%,-17.9%,1/1/2015,30,1/31/2015,0.088235294,-0.029411765,0.038235294,Single Family Residential,"Dublin, CA",place,0.260869565,-0.114130435,-0.085284281,California,CA,5159
Value,,1,1.086019780,-2.6%,-2.4%,Alameda,27,125.0%,-28.9%,19,-5.0%,-9.5%,14,0,-1,512.631879099,0.063399463,0.214121732,776500,-0.028160200,0.118876081,511.605873993,-0.039921035,0.123625061,$870K,5.5%,9.6%,0.7,-1,0.1,26,4.0%,-18.8%,3/1/2015,30,3/31/2015,0.105263158,0.005263158,0.010025063,Single Family Residential,"Alameda, CA",place,0.962962963,0.212962963,0.173489279,California,CA,117
Value,,1,1.008573843,2.8%,0.2%,Dublin,42,0.0%,61.5%,39,-20.4%,62.5%,12,-15,-10,429.361085973,-0.016012245,0.087223611,1068000,0.194296897,0.221646477,442.638589730,0.054640599,0.057388662,$911K,-0.3%,8.1%,0.9,-0.3,0,31,3.3%,29.2%,11/1/2016,30,11/30/2016,0.179487179,-0.106227106,0.054487179,Single Family Residential,"Dublin, CA",place,0.642857143,0.476190476,0.142857143,California,CA,5159
Value,,1,1.118893826,-1.8%,3.3%,Alameda,38,0.0%,5.6%,24,0.0%,-44.2%,14,0,0,490.546115028,-0.019869314,0.113234488,795000,-0.052443385,-0.006187887,499.972309669,-0.148754345,0.055677179,$863K,3.6%,9.0%,0.6,0,-0.6,42,23.5%,-10.6%,7/1/2015,30,7/31/2015,0.083333333,-0.083333333,-0.102713178,Single Family Residential,"Alameda, CA",place,0.947368421,0.105263158,0.197368421,California,CA,117
Value,,1,1.158716343,6.0%,1.0%,Berkeley,24,33.3%,9.1%,43,16.2%,34.4%,15,-16,-2,611.548556430,0.093004056,0.048952029,949000,-0.041414141,0.079635950,750.246791708,-0.016144861,0.145464368,"$1,205K",-0.4%,32.1%,1.8,-0.3,0.3,43,7.5%,10.3%,2/1/2017,30,2/28/2017,0.093023256,-0.015084852,-0.000726744,Single Family Residential,"Berkeley, CA",place,0.791666667,0.180555556,-0.026515152,California,CA,1590
Value,,1,1.070140321,-3.4%,-0.2%,Alameda,25,-19.4%,38.9%,15,0.0%,-21.1%,14,-2,-9,461.195227957,-0.103811150,0.001633392,849000,-0.112388918,0.106982202,515.288394719,-0.101337040,0.035388441,$900K,5.3%,10.5%,0.6,0.1,-0.5,18,28.6%,-18.2%,1/1/2016,30,1/31/2016,0.2,0.133333333,0.147368421,Single Family Residential,"Alameda, CA",place,0.64,-0.230967742,-0.026666667,California,CA,117
Value,,1,1.050290922,-0.9%,0.1%,Alameda,40,37.9%,-2.4%,23,-32.4%,-4.2%,17,-3,3,450.495049505,0.109604828,0.136091496,699000,0.001432665,0.040178571,442.293592977,0.051346684,0.080060415,$694K,-8.3%,26.2%,0.6,-0.6,0,21,-43.2%,5.0%,11/1/2013,30,11/30/2013,0.130434783,-0.046035806,-0.161231884,Single Family Residential,"Alameda, CA",place,0.625,-0.099137931,-0.033536585,California,CA,117
Value,,1,1.050284758,0.1%,6.9%,Alameda,22,-46.3%,-21.4%,14,-41.7%,-75.4%,15,1,-45,340.603146853,-0.141041973,0.046316019,725000,0.078869048,0.396917148,378.952737164,-0.074615013,0.214199162,$633K,15.0%,21.1%,0.6,0,-1.4,5,-75.0%,0.0%,12/1/2012,30,12/31/2012,0.142857143,-0.148809524,-0.260651629,Single Family Residential,"Alameda, CA",place,0.727272727,0.068736142,0.441558442,California,CA,117
Value,,1,1.103358182,1.1%,-1.6%,Alameda,32,-13.5%,-15.8%,29,20.8%,20.8%,15,2,1,506.085192698,-0.021208399,0.031677099,889000,0,0.118238994,594.080058819,0.027313952,0.188225922,$945K,2.7%,9.6%,0.9,0.3,0.3,31,-8.8%,-26.2%,7/1/2016,30,7/31/2016,0.103448276,-0.229885057,0.020114943,Single Family Residential,"Alameda, CA",place,0.875,0.118243243,-0.072368421,California,CA,117
Value,,1,1.139768988,0.4%,5.0%,Oakland,322,7.3%,5.2%,392,6.8%,-11.5%,16,1,-2,368.174884540,-0.022531777,0.089109660,537000,-0.021857923,0.098159509,432.626466277,0.093044011,0.122225250,$635K,0.0%,9.9%,1.2,0,-0.2,349,1.7%,7.4%,7/1/2015,30,7/31/2015,0.147959184,0.006269810,-0.030370387,Single Family Residential,"Oakland, CA",place,0.807453416,-0.012546584,0.075427272,California,CA,13654
Value,,1,1.024221688,1.0%,-2.8%,Dublin,44,0.0%,-17.0%,70,9.4%,169.2%,8,-3,-1,389.562319937,0.065203928,0.139240629,799155.5,-0.056988023,0.141813831,391.500773167,-0.001512033,0.216954211,$795K,-6.2%,2.5%,1.6,0.1,1.1,70,9.4%,42.9%,5/1/2014,30,5/31/2014,0.2,0.10625,0.161538462,Single Family Residential,"Dublin, CA",place,0.727272727,0.136363636,-0.008576329,California,CA,5159
Value,,1,1.010877521,-0.3%,-1.2%,Dublin,53,-15.9%,10.4%,39,-4.9%,-47.3%,14,2,3,453.410477380,-0.003865247,0.034010153,993944,-0.025545098,0.149134632,454.545454545,-0.020532540,0.049035510,"$1,000K",1.6%,0.8%,0.7,0,-0.8,52,-5.5%,-18.8%,7/1/2017,30,7/31/2017,0.230769231,-0.013133208,-0.080041580,Single Family Residential,"Dublin, CA",place,0.509433962,-0.093740641,-0.219732704,California,CA,5159
Value,,1,1.029733685,-1.5%,-2.0%,Fremont,148,4.2%,-9.2%,201,15.5%,25.6%,14,3,2,572.718458942,0.005774250,0.074092561,939500,0.004812834,0.105439776,594.866986391,-0.012837519,0.064885346,$960K,-0.6%,9.1%,1.4,0.2,0.4,184,8.9%,-2.1%,6/1/2016,30,6/30/2016,0.223880597,0.028478298,0.061380597,Single Family Residential,"Fremont, CA",place,0.682432432,-0.099257708,-0.066033825,California,CA,6671
Value,,1,1.049074416,1.3%,7.0%,Alameda,41,0.0%,28.1%,24,-7.7%,-70.4%,14,-2,-11,396.530606022,-0.014356736,0.186286010,672000,0.227509362,0.228519196,409.508196721,0.047326273,0.173302721,$550K,-11.3%,4.3%,0.6,0,-1.9,20,-44.4%,-23.1%,11/1/2012,30,11/30/2012,0.291666667,0.022435897,-0.078703704,Single Family Residential,"Alameda, CA",place,0.658536585,0.073170732,0.439786585,California,CA,117
Value,,1,1.049511781,0.0%,-1.0%,Fremont,96,41.2%,-3.0%,102,17.2%,6.3%,12,0,1,467.280622293,0.035632313,0.124431532,761950,0.016085069,0.097999262,479.331842221,0.022317589,0.084202976,$761K,-3.0%,7.0%,1.1,-0.2,0.1,154,41.3%,16.7%,3/1/2014,30,3/31/2014,0.088235294,-0.015212982,0.025735294,Single Family Residential,"Fremont, CA",place,0.75,-0.014705882,-0.037878788,California,CA,6671
Value,,1,0.982441473,-2.0%,0.5%,Berkeley,15,-72.2%,-42.3%,84,16.7%,-25.0%,40,-13,-3,370.162095622,0.238789483,-0.102412554,549000,0.427828349,-0.077310924,339.100346021,-0.110819614,-0.123761145,$405K,-32.8%,-8.2%,5.6,4.3,1.3,54,170.0%,-8.5%,1/1/2012,30,1/31/2012,0.25,-0.055555556,-0.044642857,Single Family Residential,"Berkeley, CA",place,0.466666667,0.096296296,0.043589744,California,CA,1590
Value,,1,1.210858544,-1.0%,-1.2%,Berkeley,49,25.6%,-3.9%,61,38.6%,41.9%,15,1,1,625.670361101,-0.046774166,0.028976464,1199000,0,0.117948718,761.956521739,-0.017253286,0.049508533,"$1,410K",11.9%,17.5%,1.2,0.100000000,0.4,73,32.7%,82.5%,4/1/2018,30,4/30/2018,0.114754098,0.001117735,-0.024780785,Single Family Residential,"Berkeley, CA",place,0.795918367,-0.050235479,-0.066826731,California,CA,1590
Value,,1,1.124919906,0.5%,1.6%,Oakland,231,-8.0%,-11.5%,281,-22.2%,3.7%,15,-1,-1,461.895780368,-0.032107837,0.086047258,622950,-0.082547865,0.132636364,520.833333333,0.047149123,0.138588659,$795K,8.2%,0.6%,1.2,-0.2,0.2,180,-35.5%,11.1%,11/1/2017,30,11/30/2017,0.156583630,-0.034552104,-0.053748473,Single Family Residential,"Oakland, CA",place,0.800865801,0.035925562,0.015425188,California,CA,13654
Value,,1,0.996894468,-0.1%,-0.9%,San Ramon,53,-25.4%,3.9%,67,-19.3%,67.5%,28,-9,1,461.538461538,0.021181717,0.031438503,958000,0.008421053,0.089874858,432.985204526,-0.033411571,0.015412160,$995K,-1.5%,2.4%,1.3,0.1,0.5,39,-36.1%,39.3%,11/1/2016,30,11/30/2016,0.283582090,-0.150152850,0.083582090,Single Family Residential,"San Ramon, CA",place,0.358490566,-0.035875631,-0.112097669,California,CA,17519
Value,,1,1.115291306,2.2%,-1.3%,Oakland,218,78.7%,3.8%,259,5.3%,-5.8%,15,-2,1,450.997397953,0.057853362,0.088407054,649000,-0.008385180,0.083472454,484.689107059,0.080899602,0.152667461,$719K,6.9%,29.0%,1.2,-0.8,-0.1,271,36.2%,-13.4%,3/1/2017,30,3/31/2017,0.185328185,0.043051763,-0.000126360,Single Family Residential,"Oakland, CA",place,0.733944954,0.037223643,-0.027959808,California,CA,13654
Value,,1,1.128527193,-0.4%,-3.3%,Berkeley,42,-40.8%,-4.5%,81,68.8%,-20.6%,24,9,7,504.880511612,0.055153819,0.058908684,850000,0.031553398,0.096774194,576.547482276,0.006272314,0.035622628,$875K,-0.6%,8.7%,1.9,1.2,-0.4,83,107.5%,-14.4%,9/1/2014,30,9/30/2014,0.135802469,0.052469136,-0.040668119,Single Family Residential,"Berkeley, CA",place,0.714285714,-0.116700201,-0.058441558,California,CA,1590
Value,,1,1.129085879,-1.0%,9.5%,Fremont,131,24.8%,21.3%,83,62.7%,-34.1%,9,0,-3,717.657481288,0.032415132,0.142796265,1100000,2.272778927e-05,0.112909753,757.790368272,0.017660887,0.183816507,"$1,257K",0.1%,19.5%,0.6,0.1,-0.6,164,15.5%,5.1%,4/1/2018,30,4/30/2018,0.132530120,0.014883062,-0.034136546,Single Family Residential,"Fremont, CA",place,0.847328244,-0.076481280,0.134365281,California,CA,6671
Value,,1,1.187247531,3.2%,3.6%,Berkeley,56,250.0%,14.3%,49,36.1%,14.0%,15,0,0,510.233918129,-0.012595835,0.028285496,972500,0.115252294,0.182370821,622.906898861,0.243460535,0.127712322,"$1,008K",7.0%,25.9%,0.9,-1.4,0,66,37.5%,22.2%,3/1/2015,30,3/31/2015,0.142857143,0.059523810,0.026578073,Single Family Residential,"Berkeley, CA",place,0.875,0.0625,0.140306122,California,CA,1590
Value,,1,1.020005638,0.9%,3.6%,Fremont,170,24.1%,32.8%,181,-11.3%,-62.3%,14,-2,-9,363.494224810,-0.006767126,0.141122457,619400,0.032505418,0.166478343,361.080844485,0.039295194,0.054688748,$602K,-0.1%,3.9%,1.1,-0.4,-2.7,172,1.2%,-5.5%,8/1/2012,30,8/31/2012,0.215469613,0.019391182,-0.117863720,Single Family Residential,"Fremont, CA",place,0.623529412,0.046887076,0.326654412,California,CA,6671
Value,,1,1.145179284,3.0%,2.9%,Alameda,32,33.3%,-13.5%,27,-12.9%,3.8%,13,-1,-1,586.930780699,0.065170676,0.135784105,981500,-0.016533066,0.020270270,650.134686462,-0.046481622,0.100396885,"$1,039K",-3.4%,-1.0%,0.8,-0.5,0.1,46,17.9%,27.8%,5/1/2018,30,5/31/2018,0.111111111,0.046594982,0.034188034,Single Family Residential,"Alameda, CA",place,0.96875,0.177083333,0.076858108,California,CA,117
Value,,1,1.038523042,-0.7%,1.4%,Dublin,58,38.1%,34.9%,47,23.7%,38.2%,9,1,0,470.657305352,-0.007005371,0.046508001,1137450,0.044597792,0.093809726,483.870740013,-0.011854667,0.029304847,"$1,106K",4.6%,10.0%,0.8,-0.1,0,64,1.6%,23.1%,5/1/2018,30,5/31/2018,0.085106383,-0.046472564,-0.297246558,Single Family Residential,"Dublin, CA",place,0.684210526,-0.077694236,-0.013463892,California,CA,5159
Value,,1,1.130969566,-3.0%,1.0%,Berkeley,55,25.0%,-12.7%,89,-12.7%,53.4%,15,-2,0,483.315997217,0.013680454,0.107893455,719000,-0.072258065,0.028612303,537.043478261,-0.035336385,0.147832278,$810K,0.6%,11.7%,1.6,-0.7,0.7,64,-34.0%,-1.5%,10/1/2013,30,10/31/2013,0.370786517,0.194315929,0.077683069,Single Family Residential,"Berkeley, CA",place,0.818181818,0.045454545,0.119769120,California,CA,1590
Value,,1,1.203539285,1.9%,2.6%,Berkeley,56,-22.2%,-1.8%,42,-42.5%,23.5%,15,0,-1,632.388131354,0.011523065,0.106436187,1050000,0.065989848,0.058467742,746.303590365,-0.014986883,0.041184521,"$1,102K",-8.7%,10.2%,0.8,-0.2,0.2,36,-46.3%,50.0%,11/1/2017,30,11/30/2017,0.047619048,-0.089367254,-0.158263305,Single Family Residential,"Berkeley, CA",place,0.892857143,0.073412698,-0.001879699,California,CA,1590
Value,,1,1.023123660,0.3%,0.4%,Dublin,48,-17.2%,-26.2%,74,5.7%,76.2%,11,1,-3,438.497123328,0.028270760,0.022234967,864950,-0.066936354,0.096261090,433.298444369,0.007626990,0.058724029,$993K,3.8%,3.8%,1.5,0.3,0.9,64,-8.6%,18.5%,7/1/2016,30,7/31/2016,0.310810811,0.153667954,0.048906049,Single Family Residential,"Dublin, CA",place,0.729166667,0.108477011,0.067628205,California,CA,5159
Value,,1,0.992035573,-0.3%,-1.8%,San Ramon,41,-37.9%,41.4%,60,11.1%,33.3%,14,-13,-4,449.349729645,-0.001546713,0.014156235,1053000,-0.106503433,0.060957179,444.711538462,-0.028069514,0.041413096,"$1,060K",15.7%,6.0%,1.5,0.7,-0.1,44,22.2%,-4.3%,1/1/2017,30,1/31/2017,0.283333333,0.116666667,0.216666667,Single Family Residential,"San Ramon, CA",place,0.390243902,-0.003695492,-0.058031960,California,CA,17519
Value,,1,1.220605621,5.5%,3.2%,Berkeley,39,69.6%,-30.4%,44,15.8%,-8.3%,14,-1,-1,656.371595331,0.039453926,0.093952659,1199000,0.201402806,0.262111906,775.333573747,-0.020138777,0.074193896,"$1,260K",5.0%,14.5%,1.1,-0.6,0.2,55,27.9%,-22.5%,3/1/2018,30,3/31/2018,0.113636364,0.087320574,0.009469697,Single Family Residential,"Berkeley, CA",place,0.846153846,0.063545151,-0.028846154,California,CA,1590
Value,,1,1.065010270,0.6%,1.5%,Alameda,27,-28.9%,-32.5%,19,-47.2%,-17.4%,16,-2,-1,478.253022920,-0.027314894,0.061616600,849000,0.230434783,0.214592275,541.711809317,0.120569571,0.224778785,$760K,-10.6%,9.5%,0.7,-0.2,0.1,15,-59.5%,-28.6%,11/1/2014,30,11/30/2014,0.210526316,-0.011695906,0.080091533,Single Family Residential,"Alameda, CA",place,0.777777778,-0.011695906,0.152777778,California,CA,117
Value,,1,1.139519826,2.6%,10.0%,Fremont,105,128.3%,-19.8%,51,-23.9%,-54.9%,9,-1,-2,695.124915131,0.062564166,0.120185587,1099975,0.000887170,0.101186305,744.639376218,0.014774766,0.205956534,"$1,256K",10.2%,26.2%,0.5,-1,-0.4,142,20.3%,-11.3%,3/1/2018,30,3/31/2018,0.117647059,0.087796313,-0.041644977,Single Family Residential,"Fremont, CA",place,0.923809524,0.097722567,0.145183570,California,CA,6671
Value,,1,1.019880549,0.2%,-0.8%,San Ramon,48,29.7%,-20.0%,71,31.5%,20.3%,9,-3,0,445.791726106,0.051511234,0.127386530,1075000,-0.022282856,0.086956522,449.091654394,0.012452185,0.097498159,"$1,017K",7.6%,4.1%,1.5,0,0.5,79,21.5%,-9.2%,3/1/2016,30,3/31/2016,0.183098592,0.090505999,0.064454524,Single Family Residential,"San Ramon, CA",place,0.729166667,0.026463964,0.029166667,California,CA,17519
Value,,1,1.004410223,-2.0%,-5.6%,Dublin,56,27.3%,75.0%,71,1.4%,86.8%,13,5,4,372.366672445,-0.044140941,0.110763384,860079.5,0.076235476,0.155322050,375.755243831,-0.040218386,0.028763656,$861K,8.3%,16.3%,1.3,-0.3,0.1,60,-14.3%,15.4%,6/1/2014,30,6/30/2014,0.154929577,-0.045070423,0.049666420,Single Family Residential,"Dublin, CA",place,0.535714286,-0.191558442,-0.245535714,California,CA,5159
Value,,1,1.122185989,-0.1%,2.2%,Alameda,31,-8.8%,-18.4%,39,44.4%,5.4%,14,-2,0,584.066471163,0.071855929,0.070515492,949000,-0.010427529,0.117785630,600,-0.064027124,0.054492759,"$1,095K",14.2%,19.9%,1.3,0.5,0.3,45,21.6%,-2.2%,9/1/2017,30,9/30/2017,0.179487179,0.105413105,0.044352044,Single Family Residential,"Alameda, CA",place,0.870967742,-0.011385199,0.055178268,California,CA,117
Value,,1,1.107270833,0.2%,7.2%,Oakland,278,-3.5%,-6.7%,441,5.8%,-14.4%,15,0,-7,302.791262136,-0.046988141,0.357477323,478000,0.019189765,0.406089131,360.180307114,0.122133743,0.677626844,$530K,14.6%,65.6%,1.6,0.2,-0.100000000,312,-23.5%,8.7%,6/1/2013,30,6/30/2013,0.165532880,0.031240314,-0.032525373,Single Family Residential,"Oakland, CA",place,0.791366906,0.044839129,0.241031336,California,CA,13654
Value,,1,1.020104416,-0.9%,-0.1%,Dublin,49,22.5%,8.9%,58,13.7%,3.6%,10,2,0,409.794893261,-0.020478586,-0.002832426,999980,0.096469298,0.142964910,424.637681159,-0.026495209,0.098356497,"$1,020K",14.3%,10.3%,1.2,-0.1,0,67,4.7%,-10.7%,5/1/2016,30,5/31/2016,0.189655172,0.032792427,0.136083744,Single Family Residential,"Dublin, CA",place,0.714285714,-0.035714286,0.003174603,California,CA,5159
Value,,1,1.021094088,0.4%,4.4%,Fremont,123,-13.4%,4.2%,96,-26.7%,-67.1%,17,-3,-36,383.354632588,0.114109697,0.206118697,599500,0.017049792,0.199239848,354.131534570,-0.067698994,0.168913691,$580K,-9.1%,18.4%,0.8,-0.1,-1.7,71,-44.5%,-29.7%,11/1/2012,30,11/30/2012,0.125,-0.088740458,-0.138698630,Single Family Residential,"Fremont, CA",place,0.544715447,-0.039791595,0.315901888,California,CA,6671
